gene,gscore,druggable,A,B
OTOF,0.149999999999999994,False,False,True
OTOP3,0.149999999999999994,False,False,True
OTOR,0.0749999999999999972,False,False,True
OTOS,0.0749999999999999972,False,False,True
OTP,0.149999999999999994,False,False,True
OTUD6B,0.149999999999999994,False,False,True
OTUD7A,0.200000000000000011,False,False,True
OTULIN,0,False,False,True
OTX1,0.149999999999999994,False,False,True
OTX2,0.225000000000000006,False,False,True
OVCA2,0.149999999999999994,False,False,True
OVGP1,0.0749999999999999972,False,False,True
OXA1L,0.0749999999999999972,False,False,True
OXSR1,0.353700000000000014,False,False,True
P2RX3,0.0749999999999999972,False,False,True
P2RX4,0.149999999999999994,True,False,True
P2RX7,0.342200000000000004,True,False,True
P2RY12,0.0749999999999999972,True,False,True
P2RY13,0.149999999999999994,False,False,True
P2RY14,0.149999999999999994,False,False,True
P2RY2,0.334699999999999998,True,False,True
P2RY6,0.149999999999999994,False,False,True
P2RY8,0.100000000000000006,False,False,True
P3H1,0,True,False,True
P3H3,0,True,False,True
P3H4,0,False,False,True
P4HA3,0.0749999999999999972,False,False,True
P4HTM,0.27300000000000002,True,False,True
PAAF1,0.0749999999999999972,False,False,True
PABPC3,0.0749999999999999972,False,False,True
PABPC4,0.200000000000000011,False,False,True
PACRGL,0.149999999999999994,False,False,True
PACSIN2,0.225000000000000006,False,False,True
PACSIN3,0.0749999999999999972,False,False,True
PADI2,0.45279999999999998,True,False,True
PAFAH1B2,0.25,False,False,True
PAG1,0.0749999999999999972,False,False,True
PAICS,0.26100000000000001,True,False,True
PAIP1,0.149999999999999994,False,False,True
PAIP2,0.149999999999999994,False,False,True
PAK1,0.0749999999999999972,False,False,True
PAK1IP1,0.149999999999999994,False,False,True
PAK2,0.354700000000000015,False,False,True
PAK6,0.149999999999999994,False,False,True
PALB2,0.25,False,False,True
PALLD,0.149999999999999994,False,False,True
PALM2,0.149999999999999994,False,False,True
PALM3,0.0749999999999999972,False,False,True
PAMR1,0.149999999999999994,False,False,True
PANK3,0.149999999999999994,False,False,True
PANX1,0.0749999999999999972,True,False,True
PANX3,0.0749999999999999972,False,False,True
PAOX,0.149999999999999994,False,False,True
PAPD5,0.200000000000000011,False,False,True
PAPD7,0.0749999999999999972,False,False,True
PAPPA,0.385299999999999976,False,False,True
PAPSS1,0.0749999999999999972,True,False,True
PAQR3,0.149999999999999994,False,False,True
PAQR4,0.149999999999999994,False,False,True
PAQR7,0.149999999999999994,False,False,True
PAQR8,0.0749999999999999972,False,False,True
PARD3,0.149999999999999994,False,False,True
PARD3B,0.0749999999999999972,False,False,True
PARD6B,0.149999999999999994,False,False,True
PARD6G,0.149999999999999994,False,False,True
PARD6G-AS1,0,False,False,True
PARG,0.149999999999999994,False,False,True
PARP1,0.374900000000000011,True,False,True
PARP10,0.149999999999999994,False,False,True
PARP12,0.149999999999999994,False,False,True
PARP14,0.149999999999999994,False,False,True
PARP16,0.149999999999999994,False,False,True
PARP3,0.290600000000000025,True,False,True
PARP6,0.149999999999999994,False,False,True
PARP8,0.225000000000000006,False,False,True
PARPBP,0,False,False,True
PARVA,0.149999999999999994,False,False,True
PARVB,0.0749999999999999972,False,False,True
PATE4,0.0749999999999999972,False,False,True
PAX3,0.451500000000000012,False,True,True
PAX5,0.25,False,False,True
PAX6,0.225000000000000006,False,False,True
PAX7,0.174999999999999989,False,True,True
PAX8,0.679000000000000048,False,False,True
PBK,0.291800000000000004,False,False,True
PBLD,0.174999999999999989,False,False,True
PBOV1,0.0749999999999999972,False,False,True
PBX1,0.437400000000000011,False,False,True
PBX2,0.0749999999999999972,False,False,True
PBX3,0.149999999999999994,False,False,True
PC,0.387799999999999978,True,False,True
PCBD1,0.149999999999999994,False,False,True
PCBD2,0.0749999999999999972,False,False,True
PCCB,0.364300000000000013,True,True,True
PCDH20,0.149999999999999994,False,False,True
PCDHA12,0.149999999999999994,False,False,True
PCDHA13,0.149999999999999994,False,False,True
PCDHA3,0.149999999999999994,False,False,True
PCDHA4,0.149999999999999994,False,False,True
PCDHAC1,0.149999999999999994,False,False,True
PCDHAC2,0.149999999999999994,False,False,True
PCDHB15,0.149999999999999994,False,False,True
PCDHB16,0.149999999999999994,False,False,True
PCDHB2,0.149999999999999994,False,False,True
PCDHB5,0.149999999999999994,False,False,True
PCDHGA10,0.149999999999999994,False,False,True
PCDHGA11,0.225000000000000006,False,False,True
PCDHGA12,0.149999999999999994,False,False,True
PCDHGA5,0.149999999999999994,False,False,True
PCDHGA6,0.0749999999999999972,False,False,True
PCDHGA7,0.149999999999999994,False,False,True
PCDHGA8,0.225000000000000006,False,False,True
PCDHGA9,0.149999999999999994,False,False,True
PCDHGC3,0.149999999999999994,False,False,True
PCED1A,0,False,False,True
PCED1B,0,False,False,True
PCGF2,0.149999999999999994,False,False,True
PCGF3,0.149999999999999994,False,False,True
PCGF5,0.149999999999999994,False,False,True
PCGF6,0.0749999999999999972,False,False,True
PCIF1,0.149999999999999994,False,False,True
PCK1,0.341200000000000003,True,False,True
PCLAF,0,False,False,True
PCM1,0.275000000000000022,False,False,True
PCMT1,0.324500000000000011,True,False,True
PCMTD1,0.149999999999999994,False,False,True
PCMTD2,0.225000000000000006,False,False,True
PCNA,0.225000000000000006,False,False,True
PCNX1,0,False,False,True
PCNX2,0,False,False,True
PCNX4,0,False,False,True
PCOLCE,0.0749999999999999972,False,False,True
PCSK5,0.225000000000000006,False,False,True
PCSK9,0.381000000000000005,True,False,True
PCTP,0.0749999999999999972,True,False,True
PCYT2,0.149999999999999994,False,False,True
PDCD11,0.0749999999999999972,False,True,True
PDCD2L,0.0749999999999999972,False,False,True
PDCD5,0.0749999999999999972,False,False,True
PDCD6,0.149999999999999994,False,False,True
PDCD6IP,0.149999999999999994,False,False,True
PDE10A,0.225000000000000006,True,False,True
PDE12,0.149999999999999994,False,True,True
PDE1C,0.0749999999999999972,False,False,True
PDE4D,0.149999999999999994,True,False,True
PDE6B,0.225000000000000006,False,False,True
PDE6C,0.0749999999999999972,False,False,True
PDE6D,0.0749999999999999972,False,False,True
PDE8A,0.225000000000000006,True,False,True
PDF,0.149999999999999994,True,False,True
PDGFA,0.45229999999999998,False,False,True
PDGFD,0.149999999999999994,True,False,True
PDGFRA,0.575600000000000001,True,True,True
PDGFRB,0.431599999999999984,True,True,True
PDGFRL,0.149999999999999994,False,False,True
PDHB,0.329400000000000026,True,False,True
PDHX,0.149999999999999994,False,False,True
PDIA4,0.149999999999999994,False,False,True
PDIK1L,0.398699999999999999,False,False,True
PDILT,0.225000000000000006,False,False,True
PDP2,0.149999999999999994,False,False,True
PDPK1,0.413800000000000001,True,False,True
PDPR,0.149999999999999994,False,False,True
PDS5A,0.200000000000000011,False,False,True
PDSS1,0.149999999999999994,False,False,True
PDXDC1,0.149999999999999994,True,False,True
PDXK,0.419899999999999995,True,False,True
PDZD8,0.149999999999999994,False,False,True
PDZK1IP1,0.149999999999999994,False,False,True
PDZRN3,0.149999999999999994,False,False,True
PDZRN4,0.0749999999999999972,False,False,True
PEA15,0.149999999999999994,False,False,True
PECR,0.33550000000000002,True,False,True
PEF1,0.0749999999999999972,False,False,True
PELI1,0.0749999999999999972,False,False,True
PELI2,0.149999999999999994,False,False,True
PEPD,0.149999999999999994,False,False,True
PER2,0.149999999999999994,False,False,True
PER3,0.149999999999999994,False,False,True
PET117,0,False,False,True
PEX1,0.149999999999999994,False,False,True
PEX10,0.225000000000000006,False,False,True
PEX11B,0.0749999999999999972,False,False,True
PEX12,0.149999999999999994,False,False,True
PEX13,0.0749999999999999972,False,False,True
PEX14,0.149999999999999994,False,False,True
PEX19,0.149999999999999994,False,False,True
PEX2,0.0749999999999999972,False,False,True
PEX26,0.149999999999999994,False,False,True
PEX3,0.0749999999999999972,False,False,True
PEX5,0.0749999999999999972,False,False,True
PEX6,0.0749999999999999972,False,False,True
PEX7,0.0749999999999999972,False,False,True
PF4,0.0749999999999999972,True,False,True
PF4V1,0.0749999999999999972,False,False,True
PFAS,0.251300000000000023,True,False,True
PFDN6,0.0749999999999999972,False,False,True
PFKFB2,0.149999999999999994,False,False,True
PFKFB3,0.0749999999999999972,False,False,True
PGA3,0,True,False,True
PGAP2,0.149999999999999994,False,False,True
PGAP3,0.149999999999999994,False,False,True
PGBD2,0.0749999999999999972,False,False,True
PGBD4,0.0749999999999999972,False,False,True
PGD,0.303700000000000025,True,False,True
PGF,0.354899999999999993,True,False,True
PGGHG,0,False,False,True
PGK1,0.149999999999999994,True,False,True
PGM3,0.149999999999999994,False,False,True
PGM5,0.149999999999999994,False,False,True
PGRMC1,0.149999999999999994,False,False,True
PHACTR2,0.149999999999999994,False,False,True
PHC1,0.0749999999999999972,False,False,True
PHC2,0.0749999999999999972,False,False,True
PHF10,0.149999999999999994,False,False,True
PHF11,0.149999999999999994,False,False,True
PHF20,0.149999999999999994,False,False,True
PHF20L1,0.149999999999999994,False,False,True
PHF24,0,False,False,True
PHF5A,0.149999999999999994,False,False,True
PHF8,0.0749999999999999972,False,False,True
PHGDH,0.347700000000000009,True,False,True
PHGR1,0.149999999999999994,False,False,True
PHIP,0.0749999999999999972,False,False,True
PHKB,0.149999999999999994,False,False,True
PHKG2,0.358499999999999985,False,False,True
PHLDB3,0.0749999999999999972,False,False,True
PHOX2A,0.149999999999999994,False,False,True
PHOX2B,0.495300000000000018,False,False,True
PHTF1,0.149999999999999994,False,False,True
PHYKPL,0,True,False,True
PI15,0.0749999999999999972,False,False,True
PI4K2B,0.340500000000000025,False,False,True
PI4KA,0.162599999999999995,False,False,True
PIAS1,0.0749999999999999972,False,False,True
PIAS2,0.149999999999999994,False,False,True
PIAS4,0.225000000000000006,False,False,True
PID1,0.0749999999999999972,False,False,True
PIF1,0.0749999999999999972,False,False,True
PIGC,0.0749999999999999972,False,False,True
PIGH,0.149999999999999994,False,False,True
PIGM,0.0749999999999999972,False,False,True
PIGN,0.149999999999999994,False,False,True
PIGO,0.0749999999999999972,False,False,True
PIGP,0.0749999999999999972,False,False,True
PIGU,0.149999999999999994,False,False,True
PIGV,0.0749999999999999972,False,False,True
PIGX,0.0749999999999999972,False,False,True
PIK3C2A,0.265199999999999991,True,False,True
PIK3C2B,0.272699999999999998,True,False,True
PIK3C2G,0.370900000000000007,True,False,True
PIK3C3,0.149999999999999994,True,False,True
PIK3CA,0.760199999999999987,True,True,True
PIK3CB,0.366900000000000004,True,False,True
PIK3CD,0.307499999999999996,True,False,True
PIK3CG,0.441000000000000003,True,False,True
PIK3R3,0.0749999999999999972,True,False,True
PIK3R5,0.395399999999999974,True,False,True
PILRA,0.0749999999999999972,False,False,True
PILRB,0.225000000000000006,False,False,True
PIM3,0.149999999999999994,False,False,True
PIMREG,0,False,False,True
PINK1,0.149999999999999994,False,True,True
PINX1,0.149999999999999994,False,False,True
PIP4K2A,0.225000000000000006,False,False,True
PIP5K1B,0.0749999999999999972,False,False,True
PISD,0.349499999999999977,True,False,True
PITPNB,0.149999999999999994,False,False,True
PITPNM1,0.0749999999999999972,False,False,True
PITRM1,0.149999999999999994,False,False,True
PITX1,0.149999999999999994,False,False,True
PITX3,0.149999999999999994,False,False,True
PIWIL4,0.149999999999999994,False,False,True
PKD1L2,0.225000000000000006,False,False,True
PKD1L3,0.0749999999999999972,False,False,True
PKD2L1,0.149999999999999994,False,False,True
PKDCC,0.0749999999999999972,False,False,True
PKDREJ,0.149999999999999994,False,False,True
PKHD1,0.248799999999999993,False,False,True
PKHD1L1,0.149999999999999994,False,False,True
PKIG,0.149999999999999994,False,False,True
PKN1,0.4123,True,False,True
PKN2,0.518000000000000016,True,False,True
PKN3,0.223599999999999993,True,False,True
PKNOX1,0.0749999999999999972,False,False,True
PKP2,0.0749999999999999972,False,False,True
PLA2G10,0.149999999999999994,False,False,True
PLA2G2A,0.318900000000000017,True,False,True
PLA2G4B,0.0749999999999999972,False,False,True
PLA2G4D,0.149999999999999994,False,False,True
PLA2G4E,0.149999999999999994,False,False,True
PLA2G6,0.440699999999999981,True,False,True
PLA2R1,0.0749999999999999972,False,False,True
PLAA,0.149999999999999994,False,True,True
PLAC9,0.0749999999999999972,False,False,True
PLAGL1,0.149999999999999994,False,False,True
PLAGL2,0.149999999999999994,False,False,True
PLAT,0.332100000000000006,True,False,True
PLAU,0.281299999999999994,True,False,True
PLAUR,0.414600000000000024,True,False,True
PLB1,0.0749999999999999972,False,False,True
PLCD1,0.149999999999999994,True,False,True
PLCE1,0.149999999999999994,False,True,True
PLCG1,0.349999999999999978,False,True,True
PLCXD2,0.0749999999999999972,False,False,True
PLCZ1,0.0749999999999999972,False,False,True
PLD1,0.225000000000000006,True,False,True
PLD4,0.0749999999999999972,False,False,True
PLD5,0.149999999999999994,False,False,True
PLEC,0.25,False,False,True
PLEK2,0.0749999999999999972,False,False,True
PLEKHA4,0.0749999999999999972,True,False,True
PLEKHD1,0,False,False,True
PLEKHG4,0.149999999999999994,False,False,True
PLEKHG4B,0.149999999999999994,False,False,True
PLEKHG6,0.149999999999999994,False,False,True
PLEKHH1,0.149999999999999994,False,False,True
PLEKHH2,0.0749999999999999972,False,False,True
PLEKHJ1,0.149999999999999994,False,False,True
PLEKHM1,0.0749999999999999972,False,False,True
PLEKHM2,0.149999999999999994,False,False,True
PLET1,0,False,False,True
PLIN3,0.47320000000000001,True,False,True
PLIN5,0.0749999999999999972,False,False,True
PLK1,0.0749999999999999972,True,False,True
PLN,0.0749999999999999972,False,False,True
PLOD1,0.320699999999999985,True,False,True
PLPP1,0,False,False,True
PLPP3,0,False,False,True
PLPP4,0,False,False,True
PLPP5,0,False,False,True
PLPP6,0,False,False,True
PLPPR5,0,False,False,True
PLTP,0.0749999999999999972,False,False,True
PLVAP,0.0749999999999999972,False,False,True
PLXNA2,0.149999999999999994,False,False,True
PM20D1,0.149999999999999994,False,False,True
PMCH,0,False,False,True
PMEPA1,0.149999999999999994,False,False,True
PMFBP1,0.149999999999999994,False,False,True
PMM1,0.149999999999999994,False,False,True
PMM2,0.149999999999999994,False,False,True
PNISR,0,False,False,True
PNKD,0.149999999999999994,False,False,True
PNKP,0.149999999999999994,False,False,True
PNMT,0.350499999999999978,True,False,True
PNOC,0.0749999999999999972,False,False,True
PNPLA1,0.0749999999999999972,False,False,True
PNPLA2,0.149999999999999994,False,False,True
PNPLA3,0.149999999999999994,False,False,True
PNPLA6,0.149999999999999994,False,False,True
PNPLA7,0.149999999999999994,False,False,True
PNPLA8,0.149999999999999994,False,False,True
PNPO,0.0749999999999999972,True,False,True
PNPT1,0.149999999999999994,False,False,True
PNRC1,0.0749999999999999972,False,False,True
POC1A,0.0749999999999999972,False,False,True
PODXL,0.0749999999999999972,False,False,True
POFUT2,0.149999999999999994,False,False,True
POGK,0.0749999999999999972,False,False,True
POGLUT1,0,False,False,True
POLA2,0.424800000000000011,True,False,True
POLD1,0.149999999999999994,False,False,True
POLD2,0.225000000000000006,False,False,True
POLE2,0.280399999999999983,True,False,True
POLE3,0.149999999999999994,True,False,True
POLE4,0.277299999999999991,True,False,True
POLG,0.0749999999999999972,False,False,True
POLH,0.0749999999999999972,False,False,True
POLL,0.0749999999999999972,False,False,True
POLM,0.149999999999999994,False,False,True
POLQ,0.149999999999999994,False,False,True
POLR2A,0.225000000000000006,False,False,True
POLR2B,0.149999999999999994,False,False,True
POLR2C,0.149999999999999994,False,False,True
POLR2D,0.149999999999999994,False,False,True
POLR2G,0.0749999999999999972,False,False,True
POLR2I,0.149999999999999994,False,False,True
POLR2J,0.149999999999999994,False,False,True
